,Date,City,CO,NO2,SO2,O3,PM25,PM10,AQI
0,2025-01-01 00:00:00+00:00,Dubai,292,107.3,50.2,0,52.6,88.7,86.04
1,2025-01-01 01:00:00+00:00,Dubai,313,99.4,44.7,0,46.6,80.1,85.76
2,2025-01-01 02:00:00+00:00,Dubai,378,88.2,37.1,0,41.9,74.5,85.44666
3,2025-01-01 03:00:00+00:00,Dubai,417,77.2,31.3,0,38.8,64,84.956665
4,2025-01-01 04:00:00+00:00,Dubai,387,67,29,5,38.5,58.7,84.33334
5,2025-01-01 05:00:00+00:00,Dubai,330,57,28.5,12,36,50.2,83.57667
6,2025-01-01 06:00:00+00:00,Dubai,310,49.1,28.6,21,30.5,41.8,82.58667
7,2025-01-01 07:00:00+00:00,Dubai,376,45,30,34,26.2,38.5,81.61
8,2025-01-01 08:00:00+00:00,Dubai,478,43,32,50,27.9,46.7,80.82
9,2025-01-01 09:00:00+00:00,Dubai,527,39.3,31.6,65,36.6,64.3,80.19667
10,2025-01-01 10:00:00+00:00,Dubai,467,31.3,26.4,80,39.5,69.4,79.94666
11,2025-01-01 11:00:00+00:00,Dubai,353,21.6,18.8,94,38.6,71.2,79.729996
12,2025-01-01 12:00:00+00:00,Dubai,270,15.7,14,101,37.6,76.4,79.47666
13,2025-01-01 13:00:00+00:00,Dubai,255,14.9,12.6,102,35.3,80.3,78.823326
14,2025-01-01 14:00:00+00:00,Dubai,270,13.7,10.6,104,31.3,76.1,77.98333
15,2025-01-01 15:00:00+00:00,Dubai,281,12.5,8.8,106,24.2,59.6,77.04001
16,2025-01-01 16:00:00+00:00,Dubai,276,11.3,7.5,109,17,36.1,75.783325
17,2025-01-01 17:00:00+00:00,Dubai,268,10,6.4,111,12.7,20.5,74.183334
18,2025-01-01 18:00:00+00:00,Dubai,260,8.8,5.6,113,11.5,18.8,72.41667
19,2025-01-01 19:00:00+00:00,Dubai,253,7.8,5.3,113,11.8,20.3,70.689995
20,2025-01-01 20:00:00+00:00,Dubai,246,7,5.3,112,12.2,22.2,69.03333
21,2025-01-01 21:00:00+00:00,Dubai,239,6.4,5.3,111,11.6,21.4,67.399994
22,2025-01-01 22:00:00+00:00,Dubai,229,5.9,5.2,110,10.4,19,65.783325
23,2025-01-01 23:00:00+00:00,Dubai,219,5.7,5,108,8.8,15,64.18667
24,2025-01-02 00:00:00+00:00,Dubai,215,5.7,5.1,107,7,11,62.603336
25,2025-01-02 01:00:00+00:00,Dubai,225,6.6,5.5,106,6.4,10.1,61.083332
26,2025-01-02 02:00:00+00:00,Dubai,241,7.8,6.1,105,6.2,10.5,58.716667
27,2025-01-02 03:00:00+00:00,Dubai,251,8.6,6.6,105,6.9,11.9,52.76667
28,2025-01-02 04:00:00+00:00,Dubai,247,8.6,6.7,106,7.9,13,47.450005
29,2025-01-02 05:00:00+00:00,Dubai,237,8.2,6.7,108,7.5,12.3,45.333332
30,2025-01-02 06:00:00+00:00,Dubai,228,7.8,6.7,111,7.9,13.1,47.333336
31,2025-01-02 07:00:00+00:00,Dubai,221,7.5,6.7,114,9.1,14.8,49.333336
32,2025-01-02 08:00:00+00:00,Dubai,215,7.1,6.7,118,10.6,16.8,52
33,2025-01-02 09:00:00+00:00,Dubai,212,7.1,6.7,120,12.2,19.5,53.333336
34,2025-01-02 10:00:00+00:00,Dubai,211,7.5,6.6,121,13.3,22.1,54
35,2025-01-02 11:00:00+00:00,Dubai,214,8.2,6.6,120,13.9,24.2,53.333336
36,2025-01-02 12:00:00+00:00,Dubai,226,8.7,6.3,119,11.8,20.7,52.666664
37,2025-01-02 13:00:00+00:00,Dubai,256,9.7,6.4,117,12.1,21.9,51.333332
38,2025-01-02 14:00:00+00:00,Dubai,295,11.1,6.6,114,12.6,22.2,49.333336
39,2025-01-02 15:00:00+00:00,Dubai,320,12.1,6.7,111,12.5,21.9,47.333336
40,2025-01-02 16:00:00+00:00,Dubai,318,12.3,6.8,109,12.5,21.8,46
41,2025-01-02 17:00:00+00:00,Dubai,303,12.1,6.8,108,13.1,22.5,45.333332
42,2025-01-02 18:00:00+00:00,Dubai,287,11.8,6.7,107,13.9,24,44.666668
43,2025-01-02 19:00:00+00:00,Dubai,276,11.5,6.5,107,15.1,26.1,44.666668
44,2025-01-02 20:00:00+00:00,Dubai,265,11,6.2,106,16.4,28.7,44
45,2025-01-02 21:00:00+00:00,Dubai,256,10.6,6,106,17.3,30.9,44
46,2025-01-02 22:00:00+00:00,Dubai,249,9.9,5.9,105,18.2,32.9,43.333336
47,2025-01-02 23:00:00+00:00,Dubai,245,9.1,5.9,104,18.4,34.2,42.666668
48,2025-01-03 00:00:00+00:00,Dubai,247,7,5.2,107,14.6,28.2,44.666668
49,2025-01-03 01:00:00+00:00,Dubai,262,8.7,5.6,103,15,27.9,42
50,2025-01-03 02:00:00+00:00,Dubai,284,10.9,6.1,98,16.2,30.3,39.2
51,2025-01-03 03:00:00+00:00,Dubai,300,12.7,6.7,94,19.2,35.2,37.6
52,2025-01-03 04:00:00+00:00,Dubai,305,13.4,7.5,92,22,39.9,36.8
53,2025-01-03 05:00:00+00:00,Dubai,304,13.6,8.4,90,21.1,42.1,36
54,2025-01-03 06:00:00+00:00,Dubai,297,13.7,9.2,90,17.5,43.2,36
55,2025-01-03 07:00:00+00:00,Dubai,282,13.7,9.8,91,17.7,44.4,36.399998
56,2025-01-03 08:00:00+00:00,Dubai,262,13.6,10.2,92,18.3,45.6,36.8
57,2025-01-03 09:00:00+00:00,Dubai,247,13.7,10.5,93,18.5,45.3,37.2
58,2025-01-03 10:00:00+00:00,Dubai,236,14.1,10.4,94,18.2,44.1,37.6
59,2025-01-03 11:00:00+00:00,Dubai,231,14.7,10.2,95,17.5,42,38
60,2025-01-03 12:00:00+00:00,Dubai,243,15,10,95,22.2,56.3,38
61,2025-01-03 13:00:00+00:00,Dubai,287,18.3,10.6,90,21.2,52.7,36
62,2025-01-03 14:00:00+00:00,Dubai,349,23,11.5,84,21,49.1,35.1
63,2025-01-03 15:00:00+00:00,Dubai,402,26.3,12.2,79,21.1,46.3,36.22083
64,2025-01-03 16:00:00+00:00,Dubai,443,27.3,12.6,77,20.7,43.8,37.237495
65,2025-01-03 17:00:00+00:00,Dubai,475,27.1,12.7,77,20,41.2,38.154163
66,2025-01-03 18:00:00+00:00,Dubai,473,26.3,12.6,77,19.3,38.6,38.93333
67,2025-01-03 19:00:00+00:00,Dubai,413,24.7,11.7,78,18.6,35.9,39.541664
68,2025-01-03 20:00:00+00:00,Dubai,319,22.5,10.5,80,17.8,32.9,39.949997
69,2025-01-03 21:00:00+00:00,Dubai,247,21.8,10.3,80,16.8,30,40.25
70,2025-01-03 22:00:00+00:00,Dubai,217,22.7,11.9,78,16.3,27.4,40.175003
71,2025-01-03 23:00:00+00:00,Dubai,208,25.1,14.7,73,16.5,25.9,39.858334
72,2025-01-04 00:00:00+00:00,Dubai,210,31.8,19.3,63,20.3,28.6,39.5125
73,2025-01-04 01:00:00+00:00,Dubai,223,43.1,22.8,48,22,29.8,39.529167
74,2025-01-04 02:00:00+00:00,Dubai,246,58.4,27.7,28,22.7,29.6,39.608334
75,2025-01-04 03:00:00+00:00,Dubai,273,68.4,32.8,16,26.3,32,39.579166
76,2025-01-04 04:00:00+00:00,Dubai,303,68.3,38.8,18,35.4,39.8,39.466663
77,2025-01-04 05:00:00+00:00,Dubai,336,62.9,44.9,27,28.3,33.8,41.166656
78,2025-01-04 06:00:00+00:00,Dubai,362,56.9,47.5,38,22.7,28.8,42.366653
79,2025-01-04 07:00:00+00:00,Dubai,381,51.9,44.4,49,18.3,25.1,43.23333
80,2025-01-04 08:00:00+00:00,Dubai,392,46.3,37.8,61,17.8,27.2,43.33333
81,2025-01-04 09:00:00+00:00,Dubai,384,39.9,30.7,73,18.6,29.6,43.249992
82,2025-01-04 10:00:00+00:00,Dubai,334,31.7,23.3,86,15.8,25.4,43.266663
83,2025-01-04 11:00:00+00:00,Dubai,264,22.7,15.3,100,13,21.2,42.86666
84,2025-01-04 12:00:00+00:00,Dubai,233,12.9,7.9,112,12,21.2,48
85,2025-01-04 13:00:00+00:00,Dubai,280,14.1,7.8,109,11.3,18.9,46
86,2025-01-04 14:00:00+00:00,Dubai,365,15.7,7.7,106,11.8,18.1,44
87,2025-01-04 15:00:00+00:00,Dubai,428,17,7.7,103,13.4,18.9,42
88,2025-01-04 16:00:00+00:00,Dubai,446,17.7,8.1,101,14.8,20,40.666664
89,2025-01-04 17:00:00+00:00,Dubai,441,18.1,8.6,100,16.2,21.1,40
90,2025-01-04 18:00:00+00:00,Dubai,422,18.6,9,99,18.2,23.1,39.6
91,2025-01-04 19:00:00+00:00,Dubai,381,19.4,9.3,98,21.4,26.4,39.2
92,2025-01-04 20:00:00+00:00,Dubai,325,20.3,9.4,97,24.1,29.4,38.800003
93,2025-01-04 21:00:00+00:00,Dubai,288,20.8,9.4,96,24.6,30,38.4
94,2025-01-04 22:00:00+00:00,Dubai,284,20.5,8.9,95,23.2,28.9,38.483334
95,2025-01-04 23:00:00+00:00,Dubai,298,19.7,8.1,95,22.4,27.8,39.058334
96,2025-01-05 00:00:00+00:00,Dubai,324,16.4,12.9,97,23.7,28.8,39.55
97,2025-01-05 01:00:00+00:00,Dubai,360,17.2,13.1,96,22.7,27.8,39.833336
98,2025-01-05 02:00:00+00:00,Dubai,408,18.4,13.6,94,22.4,27.5,39.891674
99,2025-01-05 03:00:00+00:00,Dubai,463,20.9,15.9,92,23.1,28.1,39.866673
100,2025-01-05 04:00:00+00:00,Dubai,547,26.3,22.5,89,25.7,30.5,39.600002
101,2025-01-05 05:00:00+00:00,Dubai,637,33,31,85,27.5,32.6,38.791668
102,2025-01-05 06:00:00+00:00,Dubai,663,36.5,35.6,85,26.8,32.5,38.725002
103,2025-01-05 07:00:00+00:00,Dubai,565,33.9,32.8,92,26.8,32.8,39.06667
104,2025-01-05 08:00:00+00:00,Dubai,401,28,26.2,102,21.9,28.1,41.333332
105,2025-01-05 09:00:00+00:00,Dubai,280,23.2,20.4,110,20.7,27,46.666664
106,2025-01-05 10:00:00+00:00,Dubai,237,20.7,17.1,115,20.1,26.4,50
107,2025-01-05 11:00:00+00:00,Dubai,236,19.1,14.6,118,18.7,24.6,52
108,2025-01-05 12:00:00+00:00,Dubai,275,16.4,11,117,19.3,25.8,51.333332
109,2025-01-05 13:00:00+00:00,Dubai,380,18.7,11,113,18.9,25,48.666668
110,2025-01-05 14:00:00+00:00,Dubai,525,22,11,107,19.3,24.8,44.73333
111,2025-01-05 15:00:00+00:00,Dubai,636,25.4,11.5,101,22.1,27.5,45.98333
112,2025-01-05 16:00:00+00:00,Dubai,681,28.5,12.7,97,25.1,30.7,47.433327
113,2025-01-05 17:00:00+00:00,Dubai,690,31.7,14.4,93,27.7,33.3,49.149994
114,2025-01-05 18:00:00+00:00,Dubai,686,35.3,16.3,89,29.7,35.4,51.066658
115,2025-01-05 19:00:00+00:00,Dubai,677,39.3,18.3,84,31.2,36.9,52.98333
116,2025-01-05 20:00:00+00:00,Dubai,653,43.6,20.4,78,31.5,37.5,54.61667
117,2025-01-05 21:00:00+00:00,Dubai,606,48.8,22.8,70,32.5,38.4,55.850006
118,2025-01-05 22:00:00+00:00,Dubai,514,55.5,25.6,59,34.3,40.3,57.16668
119,2025-01-05 23:00:00+00:00,Dubai,400,63.1,28.5,46,34.5,39.7,59.01667
120,2025-01-06 00:00:00+00:00,Dubai,322,68.7,29.4,34,38.1,41.8,60.206665
121,2025-01-06 01:00:00+00:00,Dubai,313,72.4,31.5,29,35.9,38.6,60.686665
122,2025-01-06 02:00:00+00:00,Dubai,340,77.4,34.5,23,34.5,37.1,61.126667
123,2025-01-06 03:00:00+00:00,Dubai,366,79.3,37.1,22,35.5,38.1,61.53
124,2025-01-06 04:00:00+00:00,Dubai,386,76.6,39.9,29,42,44.4,61.943336
125,2025-01-06 05:00:00+00:00,Dubai,406,70.8,42.4,42,43.1,46,62.486668
126,2025-01-06 06:00:00+00:00,Dubai,399,63,41.7,55,31.1,35.4,63.006668
127,2025-01-06 07:00:00+00:00,Dubai,341,51.2,34.8,69,18.6,23.3,63.15
128,2025-01-06 08:00:00+00:00,Dubai,257,37.3,24.8,84,14.7,22,62.876663
129,2025-01-06 09:00:00+00:00,Dubai,198,28,17.6,94,15.8,29.9,62.63666
130,2025-01-06 10:00:00+00:00,Dubai,177,26.1,16.5,97,16.9,36.4,62.47333
131,2025-01-06 11:00:00+00:00,Dubai,182,28.7,18.3,96,17.8,40.3,62.36666
132,2025-01-06 12:00:00+00:00,Dubai,220,31.8,20.1,94,19.3,41.9,62.336662
133,2025-01-06 13:00:00+00:00,Dubai,330,41.6,20,80,25.8,43.4,62.336662
134,2025-01-06 14:00:00+00:00,Dubai,475,54.7,19.8,61,28.1,40.5,62.56666
135,2025-01-06 15:00:00+00:00,Dubai,549,62.1,19.2,48,27.2,45.3,62.859997
136,2025-01-06 16:00:00+00:00,Dubai,480,58.3,18,49,28.6,64,63.03
137,2025-01-06 17:00:00+00:00,Dubai,341,48.7,16.5,57,29.6,84.1,63.146667
138,2025-01-06 18:00:00+00:00,Dubai,243,40.4,15.1,63,30.6,84.8,63.209995
139,2025-01-06 19:00:00+00:00,Dubai,244,35.9,14,65,31.1,81,63.239994
140,2025-01-06 20:00:00+00:00,Dubai,288,32.6,13,66,31.8,80.8,63.23666
141,2025-01-06 21:00:00+00:00,Dubai,314,30.3,12.3,65,32.6,83.6,63.24666
142,2025-01-06 22:00:00+00:00,Dubai,294,28.6,12.1,63,32.9,83.6,63.249992
143,2025-01-06 23:00:00+00:00,Dubai,256,27.8,12.3,59,32.6,80.8,63.20333
144,2025-01-07 00:00:00+00:00,Dubai,230,30.7,13.4,47,37.3,71.9,63.139996
145,2025-01-07 01:00:00+00:00,Dubai,227,33.4,13.9,40,37.1,66.8,63.11333
146,2025-01-07 02:00:00+00:00,Dubai,234,37.2,14.8,31,37.5,62.2,63.153336
147,2025-01-07 03:00:00+00:00,Dubai,246,40.3,16.2,25,39.2,59.4,63.25333
148,2025-01-07 04:00:00+00:00,Dubai,264,42.1,18.4,26,42.7,59.8,63.376663
149,2025-01-07 05:00:00+00:00,Dubai,286,43.2,21.2,30,42.6,59.8,63.4
150,2025-01-07 06:00:00+00:00,Dubai,296,43.7,24.3,38,40.3,60.3,63.38333
151,2025-01-07 07:00:00+00:00,Dubai,264,42.4,27.4,53,35.9,58.8,63.69
152,2025-01-07 08:00:00+00:00,Dubai,220,40.6,30.8,71,34.6,64,64.26667
153,2025-01-07 09:00:00+00:00,Dubai,234,41.9,34.8,82,36.7,69.2,64.93
154,2025-01-07 10:00:00+00:00,Dubai,360,49,41.1,82,39.3,72.9,65.62667
155,2025-01-07 11:00:00+00:00,Dubai,544,59.2,48.1,74,40.3,72.6,66.37334
156,2025-01-07 12:00:00+00:00,Dubai,693,71,58.3,59,46.1,83.8,67.12333
157,2025-01-07 13:00:00+00:00,Dubai,781,78.6,53.2,47,49.6,78.5,68.01667
158,2025-01-07 14:00:00+00:00,Dubai,834,89.1,46,31,46.6,70.1,68.81
159,2025-01-07 15:00:00+00:00,Dubai,837,96.6,39.6,19,44.1,62.4,69.42666
160,2025-01-07 16:00:00+00:00,Dubai,755,98.1,35,15,42.8,56.8,69.99
161,2025-01-07 17:00:00+00:00,Dubai,622,96.6,31.1,14,43.7,54.4,70.463326
162,2025-01-07 18:00:00+00:00,Dubai,527,95.2,27.9,13,43.4,51.8,70.93333
163,2025-01-07 19:00:00+00:00,Dubai,521,95.8,25.4,9,41.6,48,71.36
164,2025-01-07 20:00:00+00:00,Dubai,553,96.4,23.6,5,39.7,45.3,71.70999
165,2025-01-07 21:00:00+00:00,Dubai,555,94.1,21.7,3,38.4,43.8,71.973335
166,2025-01-07 22:00:00+00:00,Dubai,488,86.5,19.2,6,37.3,43.1,72.166664
167,2025-01-07 23:00:00+00:00,Dubai,391,75.9,16.6,11,35.6,42.6,72.313324
168,2025-01-08 00:00:00+00:00,Dubai,316,62.1,15.6,19,33.6,42.4,72.41333
169,2025-01-08 01:00:00+00:00,Dubai,283,58.8,16.3,18,33.4,44.2,72.29
170,2025-01-08 02:00:00+00:00,Dubai,273,54.3,17.5,17,34.1,46.2,72.166664
171,2025-01-08 03:00:00+00:00,Dubai,275,51.2,19.3,17,38.1,52.4,72.05333
172,2025-01-08 04:00:00+00:00,Dubai,295,51,22.1,16,44.7,58.3,72.01667
173,2025-01-08 05:00:00+00:00,Dubai,327,52.2,25.5,16,46.1,63.1,72.08333
174,2025-01-08 06:00:00+00:00,Dubai,351,52.4,29.3,20,45.3,64.7,72.2
175,2025-01-08 07:00:00+00:00,Dubai,353,49.4,33.5,33,39.7,63.3,72.36667
176,2025-01-08 08:00:00+00:00,Dubai,346,45.5,38,50,36.2,63.1,72.49333
177,2025-01-08 09:00:00+00:00,Dubai,346,44.8,42,61,36.2,65,72.54666
178,2025-01-08 10:00:00+00:00,Dubai,345,50.2,45.7,61,37.3,66.8,72.53
179,2025-01-08 11:00:00+00:00,Dubai,350,58.9,48.9,54,37.3,67.3,72.46333
180,2025-01-08 12:00:00+00:00,Dubai,399,55.9,35.6,64,19.2,27.2,72.363335
181,2025-01-08 13:00:00+00:00,Dubai,531,54.9,32.5,65,18.9,25.4,71.46667
182,2025-01-08 14:00:00+00:00,Dubai,706,53.5,28.1,68,20.4,26.1,70.44334
183,2025-01-08 15:00:00+00:00,Dubai,843,51.1,24.5,71,24.2,30.4,69.57
184,2025-01-08 16:00:00+00:00,Dubai,920,47.3,22.6,77,27.1,34.3,68.90667
185,2025-01-08 17:00:00+00:00,Dubai,958,42.5,21.3,83,28.8,37,68.38334
186,2025-01-08 18:00:00+00:00,Dubai,937,38.4,20.1,89,28.8,37.6,67.886665
187,2025-01-08 19:00:00+00:00,Dubai,816,35.4,18.4,93,29.1,38.1,67.4
188,2025-01-08 20:00:00+00:00,Dubai,635,33,16.6,96,29.5,37.8,66.98333
189,2025-01-08 21:00:00+00:00,Dubai,496,30.8,15.3,98,29,36.7,66.64333
190,2025-01-08 22:00:00+00:00,Dubai,442,28.2,14.8,98,28.2,35.2,66.33
191,2025-01-08 23:00:00+00:00,Dubai,429,25.8,14.9,97,27,33.4,66.02667
192,2025-01-09 00:00:00+00:00,Dubai,432,25.3,13.8,87,26.3,31.5,65.74
193,2025-01-09 01:00:00+00:00,Dubai,447,25.6,13.9,87,25,30.4,65.496666
194,2025-01-09 02:00:00+00:00,Dubai,478,26,14.2,87,22.9,28.3,65.21667
195,2025-01-09 03:00:00+00:00,Dubai,503,26.7,15,87,22.5,29,64.84334
196,2025-01-09 04:00:00+00:00,Dubai,521,28.2,17.3,88,25.6,33.1,64.32333
197,2025-01-09 05:00:00+00:00,Dubai,533,30,20.1,89,22.7,31.7,63.68667
198,2025-01-09 06:00:00+00:00,Dubai,525,30.1,21.3,92,20,30.2,62.906666
199,2025-01-09 07:00:00+00:00,Dubai,480,27,19.4,97,18.3,29.5,62.063335
200,2025-01-09 08:00:00+00:00,Dubai,415,22.2,15.8,103,17.3,28.9,61.35
201,2025-01-09 09:00:00+00:00,Dubai,358,18.7,13.1,107,16.9,29.3,60.719994
202,2025-01-09 10:00:00+00:00,Dubai,304,17.8,12.2,108,16.5,28.6,60.076668
203,2025-01-09 11:00:00+00:00,Dubai,258,18.2,12,107,16.2,28.7,56.916664
204,2025-01-09 12:00:00+00:00,Dubai,269,19.5,11.8,100,21.9,39.5,53.4
205,2025-01-09 13:00:00+00:00,Dubai,383,20.3,11.4,97,21.6,39.3,53.850006
206,2025-01-09 14:00:00+00:00,Dubai,553,21.5,10.9,93,21.5,38.5,54.299995
207,2025-01-09 15:00:00+00:00,Dubai,689,23.8,11.1,89,22.4,38.5,54.48333
208,2025-01-09 16:00:00+00:00,Dubai,766,27.9,12.6,84,24.6,40.6,54.183327
209,2025-01-09 17:00:00+00:00,Dubai,808,33,14.8,79,28.2,44.4,53.766663
210,2025-01-09 18:00:00+00:00,Dubai,794,37.7,16.8,73,30.3,45.9,53.666664
211,2025-01-09 19:00:00+00:00,Dubai,687,41.5,18.2,67,30.3,45.2,53.916664
212,2025-01-09 20:00:00+00:00,Dubai,522,44.9,19.4,60,31.8,44.9,54.11667
213,2025-01-09 21:00:00+00:00,Dubai,389,47.8,20.3,53,31.7,43.5,54.5
214,2025-01-09 22:00:00+00:00,Dubai,317,50.2,21,46,30.7,41.7,54.950005
215,2025-01-09 23:00:00+00:00,Dubai,276,52.2,21.6,38,30.2,40.4,55.36667
216,2025-01-10 00:00:00+00:00,Dubai,260,47.2,12.1,29,36.9,44.5,55.9
217,2025-01-10 01:00:00+00:00,Dubai,276,51.5,15.7,22,33.2,38.8,57.666664
218,2025-01-10 02:00:00+00:00,Dubai,317,57.3,20.9,13,33.2,41.1,59.033333
219,2025-01-10 03:00:00+00:00,Dubai,353,61.3,25.7,8,35.3,41.9,60.15
220,2025-01-10 04:00:00+00:00,Dubai,376,61.4,29.3,11,39.3,45.6,60.576668
221,2025-01-10 05:00:00+00:00,Dubai,394,59.6,32.5,20,43.4,51.6,61.033333
222,2025-01-10 06:00:00+00:00,Dubai,399,58.4,36.5,29,44.5,52.3,61.72333
223,2025-01-10 07:00:00+00:00,Dubai,376,58.5,42.5,40,37.6,47.7,62.54
224,2025-01-10 08:00:00+00:00,Dubai,339,59.2,49.2,53,33.8,44.7,63.18333
225,2025-01-10 09:00:00+00:00,Dubai,323,60.4,53.6,62,34.8,47.5,63.733334
226,2025-01-10 10:00:00+00:00,Dubai,342,62.9,54.5,64,33.5,46.4,64.33
227,2025-01-10 11:00:00+00:00,Dubai,382,65.9,53.1,63,32.2,43.5,64.89667
228,2025-01-10 12:00:00+00:00,Dubai,433,51.1,40.4,78,26.8,37.1,65.43
229,2025-01-10 13:00:00+00:00,Dubai,510,49.8,35.5,78,30.7,39.2,65.59333
230,2025-01-10 14:00:00+00:00,Dubai,597,47.9,28.8,77,28.6,37.3,65.89667
231,2025-01-10 15:00:00+00:00,Dubai,642,45.8,23.3,77,25.6,35,66.13333
232,2025-01-10 16:00:00+00:00,Dubai,613,42.4,20.3,78,23.6,33.2,66.24
233,2025-01-10 17:00:00+00:00,Dubai,542,38.9,18.5,79,22.8,31.9,66.20666
234,2025-01-10 18:00:00+00:00,Dubai,468,38.7,17.8,76,23.9,32.5,66.026665
235,2025-01-10 19:00:00+00:00,Dubai,398,44.8,18.7,66,26.8,35.3,65.81333
236,2025-01-10 20:00:00+00:00,Dubai,325,54.4,20.6,51,30.4,38.2,65.696655
237,2025-01-10 21:00:00+00:00,Dubai,268,62,21.8,39,32.8,40.2,65.649994
238,2025-01-10 22:00:00+00:00,Dubai,232,65.4,21.1,31,34,40.3,65.68666
239,2025-01-10 23:00:00+00:00,Dubai,211,67,19.7,24,32.9,38.6,65.79667
240,2025-01-11 00:00:00+00:00,Dubai,208,53.6,15.8,34,35.2,41,65.88667
241,2025-01-11 01:00:00+00:00,Dubai,229,59.7,17.1,25,33.5,39,65.83
242,2025-01-11 02:00:00+00:00,Dubai,267,68.1,19.2,13,32.4,37.7,65.840004
243,2025-01-11 03:00:00+00:00,Dubai,302,73.6,22.8,7,37.3,42.3,65.81334
244,2025-01-11 04:00:00+00:00,Dubai,338,73.9,29,11,47.8,52.7,65.880005
245,2025-01-11 05:00:00+00:00,Dubai,371,71.3,36.8,20,51,56.5,66.16334
246,2025-01-11 06:00:00+00:00,Dubai,375,68.3,43.2,30,41.8,49.4,66.416664
247,2025-01-11 07:00:00+00:00,Dubai,317,64.8,47.7,41,31.5,40.6,66.32667
248,2025-01-11 08:00:00+00:00,Dubai,229,60.8,50.9,53,28.3,37.7,66.12334
249,2025-01-11 09:00:00+00:00,Dubai,182,58.7,52.1,62,28,38,65.94
250,2025-01-11 10:00:00+00:00,Dubai,214,60.6,50.9,64,27.5,36.8,65.71333
251,2025-01-11 11:00:00+00:00,Dubai,287,64.4,47.7,62,27.9,35.5,65.513336
252,2025-01-11 12:00:00+00:00,Dubai,358,60.4,52.1,67,26,32.1,65.369995
253,2025-01-11 13:00:00+00:00,Dubai,419,58.8,42.7,69,30.2,34.7,65.34333
254,2025-01-11 14:00:00+00:00,Dubai,478,56.4,29.8,71,29.1,32.7,65.32667
255,2025-01-11 15:00:00+00:00,Dubai,512,54.4,20,72,25.6,29.6,65.34333
256,2025-01-11 16:00:00+00:00,Dubai,512,52,16.5,71,22.2,27.2,65.34333
257,2025-01-11 17:00:00+00:00,Dubai,489,49.8,16.1,68,22.1,26.8,65.29666
258,2025-01-11 18:00:00+00:00,Dubai,448,50.8,16.4,61,24.3,28,65.27333
259,2025-01-11 19:00:00+00:00,Dubai,381,58.7,16.8,47,27.5,30.5,65.28667
260,2025-01-11 20:00:00+00:00,Dubai,298,69.8,17.8,29,29.6,32.2,65.31
261,2025-01-11 21:00:00+00:00,Dubai,234,76,18.4,17,30.4,32.8,65.28333
262,2025-01-11 22:00:00+00:00,Dubai,205,72.6,18.3,15,28.7,31,65.20333
263,2025-01-11 23:00:00+00:00,Dubai,196,64.2,17.8,19,25.8,27.8,65.026665
264,2025-01-12 00:00:00+00:00,Dubai,200,65.7,16.4,12,25.6,27.7,64.78999
265,2025-01-12 01:00:00+00:00,Dubai,212,62.4,16.5,13,22.8,24.9,64.46999
266,2025-01-12 02:00:00+00:00,Dubai,238,57.8,16.8,14,22,23.8,64.113335
267,2025-01-12 03:00:00+00:00,Dubai,280,54.5,17.9,17,24.9,26.4,63.766666
268,2025-01-12 04:00:00+00:00,Dubai,354,53.8,20,21,33.1,34.5,63.353333
269,2025-01-12 05:00:00+00:00,Dubai,445,54.3,23,25,38.6,41.6,62.86333
270,2025-01-12 06:00:00+00:00,Dubai,515,55.2,27.1,32,40.9,45.3,62.449997
271,2025-01-12 07:00:00+00:00,Dubai,515,55.7,33.4,43,35.5,39.8,62.420002
272,2025-01-12 08:00:00+00:00,Dubai,493,56.5,40.9,57,32.6,36.3,62.553333
273,2025-01-12 09:00:00+00:00,Dubai,557,58.4,46.4,65,32.5,36,62.696667
274,2025-01-12 10:00:00+00:00,Dubai,820,63.1,49.3,64,31.9,34.8,62.846664
275,2025-01-12 11:00:00+00:00,Dubai,1170,69,50.3,57,28.3,30.7,62.993336
276,2025-01-12 12:00:00+00:00,Dubai,1373,58.9,58.9,47,21.5,22.3,63.006668
277,2025-01-12 13:00:00+00:00,Dubai,1291,54.4,49.3,54,21,21.9,62.856667
278,2025-01-12 14:00:00+00:00,Dubai,1062,48.1,35.9,64,19.9,21.1,62.550003
279,2025-01-12 15:00:00+00:00,Dubai,876,41.6,25.1,75,18,19.3,62.243332
280,2025-01-12 16:00:00+00:00,Dubai,805,35.1,19.7,86,17.3,18.7,61.989998
281,2025-01-12 17:00:00+00:00,Dubai,775,28.5,16.9,97,18.1,20.3,61.826668
282,2025-01-12 18:00:00+00:00,Dubai,756,23.4,14.8,105,20.1,23.2,61.693336
283,2025-01-12 19:00:00+00:00,Dubai,735,20.6,12.9,108,22.7,26,61.55333
284,2025-01-12 20:00:00+00:00,Dubai,724,19.3,11.7,108,23.9,27.8,61.393333
285,2025-01-12 21:00:00+00:00,Dubai,727,18.4,11.2,107,23.9,28.8,61.20333
286,2025-01-12 22:00:00+00:00,Dubai,756,16.7,11.5,107,23.6,30.5,60.986668
287,2025-01-12 23:00:00+00:00,Dubai,798,15.4,12.3,106,24.1,32.8,60.81667
288,2025-01-13 00:00:00+00:00,Dubai,821,15.7,10.8,100,24.5,33.6,60.76
289,2025-01-13 01:00:00+00:00,Dubai,810,22,11.6,90,25.1,35.3,60.723335
290,2025-01-13 02:00:00+00:00,Dubai,779,30.9,12.9,75,26.4,37,60.8
